site,taxon,max_width_cm
OU-71-PR,PAST,6
OU-71-PR,PPOR,12
OU-71-PR,PPOR,11
OU-71-PR,SINT,13
OU-71-PR,PAST,5
OU-71-PR,MCAV,4
OU-71-PR,SINT,6
OU-71-PR,SINT,5
OU-71-PR,SINT,6
OU-71-PR,SINT,6
OU-71-PR,SINT,7
OU-71-PR,MCAV,6
OU-71-PR,PAST,9
OU-71-PR,SINT,8
OU-71-PR,SIDE,3
OU-71-PR,SINT,4
OU-71-PR,SSID,4
OU-71-PR,PPOR,5
OU-72-PR,SIDE,2
OU-72-PR,SIDE,1
OU-72-PR,SIDE,1
OU-72-PR,SIDE,1
OU-72-PR,SINT,9
OU-72-PR,SINT,8
OU-72-PR,SINT,21
OU-72-PR,SINT,3
OU-72-PR,SINT,12
OU-72-PR,MCAV,6
OU-72-PR,SINT,16
OU-72-PR,MDEC,15
OU-72-PR,SINT,12
OU-72-PR,SINT,15
OU-72-PR,MCAV,3
OU-72-PR,MCAV,3
OU-72-PR,MCAV,5
OU-72-PR,PAST,12
OU-72-PR,PAST,25
OU-72-PR,SINT,7
OU-72-PR,SINT,20
OU-72-PR,MCAV,7
OU-72-PR,SINT,12
OU-72-PR,SINT,10
OU-72-PR,MCAV,12
OU-72-PR,MCAV,18
OU-72-PR,SSID,28
OU-72-PR,MDEC,15
OU-72-PR,MMEA,10
OU-72-PR,PAST,20
OU-72-PR,PAST,4
OU-72-PR,SSID,10
OU-72-PR,MDEC,15
OU-72-PR,MCAV,15
OU-72-PR,MCAV,10
OU-73-PR,MCAV,3
OU-73-PR,SINT,9
OU-73-PR,SINT,6
OU-73-PR,PAST,10
OU-73-PR,AFRA,16
OU-73-PR,MDEC,6
OU-73-PR,MDEC,7
OU-73-PR,SSID,4
OU-73-PR,AFRA,12
OU-73-PR,SINT,10
OU-73-PR,PAST,6
OU-73-PR,AFRA,14
OU-73-PR,MMEA,5
OU-73-PR,PAST,18
OU-73-PR,SINT,10
OU-73-PR,MDEC,10
OU-73-PR,PAST,11
OU-73-PR,MCAV,1
OU-73-PR,SIDE,3
OU-73-PR,PAST,17
OU-73-PR,SSID,10
OU-73-PR,MCAV,15
OU-73-PR,PAST,24
OU-73-PR,MCAV,11
OU-73-PR,PAST,13
OU-73-PR,SINT,5
OU-73-PR,MCAV,7
OU-73-PR,PAST,8
OU-73-PR,OFAV,19
OU-73-PR,SCUB,4
OU-73-PR,MCAV,11
OU-73-PR,SINT,8
OU-73-PR,AFRA,14
OU-73-PR,SINT,4
OU-73-PR,MCAV,12
OU-73-PR,SINT,13
OU-73-PR,MCAV,10
OU-73-PR,MDEC,10
OU-73-PR,SSID,5
OU-73-PR,MADR,10
OU-73-PR,MCAV,3
OU-73-PR,SIDE,3
OU-73-PR,AFRA,18
OU-73-PR,SSID,11
OU-73-PR,SIDE,3
OU-73-PR,SCUB,3
OU-73-PR,AFRA,18
OU-73-PR,MCAV,12
OU-73-PR,SSID,10
OU-73-PR,MCAV,4
OU-73-PR,MDEC,18
OU-73-PR,MDEC,5
OU-73-PR,PAST,6
OU-73-PR,SSID,7
OU-73-PR,SIDE,2
OU-73-PR,PAST,6
OU-73-PR,SIDE,2
OU-73-PR,SSID,8
OU-73-PR,SSID,10
OU-73-PR,SSID,11
OU-73-PR,MCAV,12
OU-74-PR,SINT,5
OU-74-PR,MDEC,11
OU-74-PR,SINT,5
OU-74-PR,PAST,16
OU-74-PR,MCAV,6
OU-74-PR,SSID,6
OU-74-PR,SSID,6
OU-74-PR,PAST,8
OU-74-PR,MCAV,2
OU-74-PR,MCAV,3
OU-74-PR,SINT,3
OU-74-PR,CNAT,14
OU-74-PR,SINT,10
OU-74-PR,PAST,25
OU-74-PR,SSID,7
OU-74-PR,SSID,4
OU-74-PR,SINT,6
OU-74-PR,SINT,16
OU-74-PR,SSID,6
OU-74-PR,SINT,5
OU-74-PR,MCAV,7
OU-74-PR,PAST,15
OU-74-PR,SSID,4
OU-74-PR,MCAV,6
OU-74-PR,SSID,6
OU-74-PR,SINT,3
OU-74-PR,PAST,10
OU-74-PR,SINT,4
OU-74-PR,MCAV,15
OU-74-PR,PAST,8
OU-74-PR,MCAV,4
OU-74-PR,SINT,5
OU-74-PR,SINT,4
OU-74-PR,SINT,2
OU-74-PR,SINT,6
OU-74-PR,MCAV,3
OU-74-PR,SSID,4
OU-74-PR,SSID,4
OU-74-PR,MCAV,2
OU-74-PR,MCAV,2
OU-74-PR,MCAV,3
OU-74-PR,SSID,2
OU-74-PR,SINT,9
OU-74-PR,MCAV,5
OU-74-PR,PPOR,10
OU-74-PR,MCAV,2
OU-74-PR,SSID,2
OU-74-PR,SINT,6
OU-74-PR,SINT,6
OU-74-PR,SSID,3
OU-74-PR,SINT,3
OU-74-PR,SSID,3
OU-74-PR,PAST,2
OU-74-PR,SINT,4
OU-74-PR,SCUB,2
OU-75-PR,MCAV,8
OU-75-PR,MDEC,13
OU-75-PR,MDEC,8
OU-75-PR,PAST,16
OU-75-PR,SIDE,2
OU-75-PR,MCAV,1
OU-75-PR,EFAS,3
OU-75-PR,EFAS,2
OU-75-PR,MCAV,10
OU-75-PR,MDEC,10
OU-75-PR,SSID,10
OU-75-PR,SSID,4
OU-75-PR,SINT,7
OU-75-PR,SINT,10
OU-75-PR,MDEC,22
OU-75-PR,SSID,5
OU-75-PR,SSID,7
OU-75-PR,PAST,1
OU-75-PR,SINT,18
OU-75-PR,PAST,11
OU-75-PR,SINT,14
OU-75-PR,PAST,4
OU-75-PR,MCAV,27
OU-75-PR,SINT,8
OU-75-PR,SINT,7
OU-75-PR,SSID,5
OU-75-PR,SINT,3
OU-76-PR,SINT,1
OU-76-PR,SINT,3
OU-76-PR,SIDE,3
OU-76-PR,SINT,5
OU-76-PR,SINT,2
OU-76-PR,SIDE,3
OU-76-PR,SCUB,3
OU-76-PR,SSID,15
OU-76-PR,SIDE,1
OU-76-PR,SINT,1
OU-76-PR,SINT,1
OU-76-PR,SINT,4
OU-76-PR,SIDE,3
OU-76-PR,SINT,12
OU-76-PR,SINT,2
OU-76-PR,SINT,2
OU-76-PR,SINT,5
OU-76-PR,SINT,7
OU-76-PR,MCAV,1
OU-76-PR,SIDE,2
OU-76-PR,SIDE,3
OU-76-PR,SINT,7
OU-76-PR,SINT,3
OU-76-PR,MCAV,2
OU-76-PR,SSID,7
OU-76-PR,SIDE,4
OU-76-PR,EFAS,1
OU-76-PR,SINT,5
OU-76-PR,SSID,5
OU-76-PR,MCAV,15
OU-76-PR,SINT,10
OU-76-PR,PAST,6
OU-76-PR,SSID,15
OU-76-PR,PAST,2
OU-76-PR,SIDE,1
OU-76-PR,SIDE,1
OU-76-PR,MCAV,4
OU-76-PR,SIDE,3
OU-76-PR,SINT,1
OU-76-PR,MDEC,2
OU-76-PR,SIDE,2
OU-76-PR,SINT,4
OU-76-PR,MALI,7
OU-76-PR,SINT,7
OU-76-PR,SIDE,3
OU-76-PR,MYCE,2
OU-76-PR,SSID,5
OU-76-PR,MMEA,3
OU-76-PR,PAST,2
OU-76-PR,PAST,2
OU-76-PR,MCAV,1
OU-76-PR,SSID,5
OU-76-PR,SIDE,2
OU-76-PR,MCAV,4
OU-76-PR,MCAV,10
OU-76-PR,SIDE,1
OU-76-PR,SIDE,1
OU-76-PR,SIDE,1
OU-76-PR,SINT,4
OU-76-PR,SSID,23
OU-76-PR,SSID,10
OU-76-PR,SINT,5
OU-76-PR,MCAV,2
OU-76-PR,PAST,3
OU-76-PR,SINT,9
OU-76-PR,SIDE,2
OU-76-PR,MCAV,4
OU-76-PR,SINT,2
OU-76-PR,SINT,2
OU-76-PR,SSID,5
OU-76-PR,SSID,14
OU-76-PR,SINT,10
OU-76-PR,PAST,14
OU-76-PR,MDEC,12
OU-76-PR,SINT,3
OU-76-PR,SINT,4
OU-76-PR,SSID,10
OU-76-PR,SINT,6
OU-76-PR,SINT,6
OU-76-PR,MDEC,20
OU-76-PR,SIDE,3
OU-76-PR,SINT,5
OU-76-PR,SCUB,3
OU-76-PR,MCAV,7
OU-77-PR,SIDE,2
OU-77-PR,MCAV,3
OU-77-PR,SINT,5
OU-77-PR,SIDE,3
OU-77-PR,PAST,11
OU-77-PR,SINT,3
OU-77-PR,MCAV,12
OU-77-PR,PAST,10
OU-77-PR,SSID,4
OU-77-PR,SIDE,2
OU-77-PR,MCAV,8
OU-77-PR,SSID,4
OU-77-PR,SSID,3
OU-77-PR,MCAV,12
OU-77-PR,MCAV,3
OU-77-PR,PAST,3
OU-77-PR,SINT,4
OU-77-PR,SIDE,2
OU-77-PR,SSID,6
OU-77-PR,SIDE,5
OU-77-PR,MCAV,22
OU-77-PR,MADR,21
OU-77-PR,PAST,14
OU-77-PR,SINT,3
OU-77-PR,PAST,13
OU-77-PR,MCAV,1
OU-77-PR,MCAV,8
OU-77-PR,SINT,13
OU-77-PR,SSID,6
OU-77-PR,PAST,19
OU-77-PR,MCAV,15
OU-77-PR,SINT,8
OU-77-PR,MMEA,4
OU-77-PR,MADR,18
OU-77-PR,MADR,7
OU-77-PR,SSID,4
OU-77-PR,SSID,5
OU-77-PR,MMEA,3
OU-77-PR,MCAV,2
OU-77-PR,PAST,6
OU-77-PR,MCAV,8
OU-77-PR,MCAV,12
OU-77-PR,MCAV,17
OU-77-PR,MADR,13
OU-77-PR,SSID,7
OU-77-PR,SSID,5
OU-77-PR,MCAV,7
OU-77-PR,MCAV,2
OU-77-PR,SSID,6
OU-77-PR,MDEC,15
OU-77-PR,SIDE,1
OU-77-PR,SINT,5
OU-78-PR,PAST,4
OU-78-PR,MDEC,7
OU-78-PR,MCAV,7
OU-78-PR,SINT,10
OU-78-PR,MCAV,4
OU-78-PR,MDEC,9
OU-78-PR,SINT,6
OU-78-PR,PAST,21
OU-78-PR,MCAV,2
OU-78-PR,MCAV,11
OU-78-PR,SINT,7
OU-78-PR,PAST,11
OU-78-PR,SINT,16
OU-78-PR,SIDE,3
OU-78-PR,SINT,5
OU-78-PR,SSID,14
OU-78-PR,PAST,20
OU-78-PR,SINT,15
OU-78-PR,SINT,18
OU-78-PR,AGAR,18
OU-78-PR,SCUB,2
OU-78-PR,MCAV,7
OU-78-PR,SINT,4
OU-78-PR,SINT,8
OU-78-PR,SINT,8
OU-78-PR,SINT,13
OU-78-PR,MADR,16
OU-78-PR,PAST,10
OU-78-PR,AGAR,18
OU-78-PR,PAST,8
OU-78-PR,MDEC,8
OU-78-PR,SINT,5
OU-78-PR,PAST,7
OU-78-PR,PAST,11
OU-78-PR,MCAV,6
OU-78-PR,PAST,8
OU-79-PR,MCAV,12
OU-79-PR,MCAV,5
OU-79-PR,MDEC,8
OU-79-PR,SINT,7
OU-79-PR,MCAV,2
OU-79-PR,SSID,5
OU-79-PR,SINT,12
OU-79-PR,SINT,3
OU-79-PR,PAST,8
OU-79-PR,SSID,4
OU-79-PR,PAST,11
OU-79-PR,SSID,7
OU-79-PR,MCAV,2
OU-79-PR,SSID,12
OU-79-PR,SSID,14
OU-79-PR,MCAV,6
OU-79-PR,MCAV,4
OU-79-PR,SSID,8
OU-79-PR,AAGA,27
OU-79-PR,MCAV,10
OU-79-PR,MDEC,8
OU-79-PR,SSID,13
OU-79-PR,PAST,22
OU-79-PR,SIDE,2
OU-79-PR,SSID,5
OU-79-PR,SSID,6
OU-79-PR,PAST,9
OU-79-PR,SSID,8
OU-79-PR,MCAV,8
OU-79-PR,MDEC,9
OU-79-PR,SIDE,2
OU-79-PR,MCAV,21
OU-79-PR,PAST,14
OU-79-PR,SIDE,2
OU-79-PR,SSID,10
OU-79-PR,MCAV,10
OU-79-PR,MCAV,16
OU-79-PR,SINT,4
OU-79-PR,PAST,12
OU-79-PR,SINT,6
OU-79-PR,MCAV,15
OU-80-PR,MDEC,11.5
OU-80-PR,SINT,3
OU-80-PR,SINT,4.5
OU-80-PR,AAGA,6.5
OU-80-PR,MCAV,10
OU-80-PR,MCAV,10
OU-80-PR,SINT,15.5
OU-80-PR,SSID,4
OU-80-PR,MDEC,10
OU-80-PR,PAST,27
OU-80-PR,MDEC,5
OU-80-PR,MDEC,14
OU-80-PR,ALAM,17
OU-80-PR,SSID,10
OU-80-PR,MCAV,7
OU-80-PR,MDEC,12
OU-80-PR,SSID,7
OU-80-PR,MDEC,15
OU-80-PR,SSID,6
OU-80-PR,SINT,4
OU-80-PR,SIDE,1.5
OU-80-PR,MMEA,3
OU-80-PR,SINT,2
OU-80-PR,SINT,6.5
OU-80-PR,SINT,1.5
OU-80-PR,SBOU,1
OU-80-PR,SINT,13
OU-80-PR,MDEC,14
OU-80-PR,MDEC,12
OU-80-PR,SIDE,2
OU-80-PR,SCOL,2.5
OU-80-PR,SSID,4
OU-80-PR,SSID,11.5
OU-80-PR,SIDE,2
OU-80-PR,SINT,10
OU-80-PR,SINT,14
OU-80-PR,SINT,21
OU-80-PR,PAST,5
OU-80-PR,MCAV,11
OU-80-PR,MCAV,3
OU-80-PR,SINT,7
OU-80-PR,SINT,5.5
OU-80-PR,MCAV,15
OU-80-PR,SSID,8
OU-80-PR,SINT,7
OU-80-PR,SINT,10
OU-80-PR,SSID,4
OU-80-PR,SIDE,1
OU-80-PR,MDEC,12
OU-80-PR,SIDE,2
OU-80-PR,MDEC,4
OU-80-PR,MCAV,3
OU-80-PR,MCAV,4
OU-80-PR,MCAV,3
OU-80-PR,MDEC,15
OU-80-PR,MMEA,7
OU-80-PR,MDEC,7
OU-80-PR,MDEC,15
OU-80-PR,MDEC,6
OU-80-PR,MCAV,5
OU-80-PR,SIDE,2
OU-80-PR,SIDE,2
OU-80-PR,SIDE,1
OU-80-PR,SIDE,1
OU-80-PR,SIDE,1
OU-80-PR,SIDE,2
OU-80-PR,SINT,13
OU-80-PR,MDEC,7
OU-80-PR,MDEC,6
OU-80-PR,SINT,12
OU-80-PR,SINT,6
OU-80-PR,SINT,6
OU-80-PR,MDEC,5
OU-80-PR,SIDE,2
OU-80-PR,SINT,4
OU-80-PR,SINT,10
OU-80-PR,SIDE,4
OU-80-PR,SIDE,1
OU-80-PR,MDEC,2
OU-80-PR,SSID,4
OU-80-PR,SSID,10
OU-80-PR,SINT,4
OU-80-PR,MCAV,15
OU-80-PR,SSID,5
OU-80-PR,SSID,4
OU-80-PR,SINT,6
OU-80-PR,MCAV,30
OU-80-PR,SINT,6
OU-80-PR,SINT,2
OU-80-PR,SINT,4
OU-80-PR,SINT,10
OU-80-PR,SINT,3
OU-80-PR,SINT,7
OU-80-PR,OFAV,16
OU-80-PR,EFAS,1
OU-80-PR,SINT,5
OU-80-PR,SINT,5
IN-81-RR,SIDE,2
IN-81-RR,SIDE,1
IN-81-RR,SIDE,2
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,2
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,2
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,3
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,4
IN-81-RR,SIDE,4
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,2
IN-81-RR,SIDE,2
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,PPOR,10
IN-81-RR,SIDE,2
IN-81-RR,SIDE,1
IN-81-RR,SIDE,2
IN-81-RR,SIDE,1
IN-81-RR,SIDE,2
IN-81-RR,SIDE,3
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,2
IN-81-RR,SIDE,1
IN-81-RR,SIDE,2
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,1
IN-81-RR,SIDE,3
IN-81-RR,SIDE,2
IN-81-RR,SIDE,2
IN-81-RR,SIDE,3
IN-81-RR,SIDE,1
IN-82-RR,SIDE,1
IN-82-RR,MCAV,12
IN-82-RR,SIDE,1
IN-82-RR,SIDE,1
IN-82-RR,MCAV,7
IN-82-RR,SINT,8
IN-82-RR,SIDE,1
IN-82-RR,SIDE,1
IN-82-RR,SIDE,1
IN-82-RR,SSID,10
IN-82-RR,SIDE,2
IN-82-RR,SIDE,1
IN-82-RR,SSID,5
IN-82-RR,SIDE,1
IN-82-RR,SIDE,1
IN-82-RR,SIDE,3
IN-82-RR,SIDE,2
IN-82-RR,SIDE,2
IN-82-RR,DSTO,4
IN-82-RR,AAGA,9
IN-82-RR,MCAV,12
IN-82-RR,SINT,4
IN-82-RR,SIDE,1
IN-82-RR,SIDE,2
IN-82-RR,ODIF,7
IN-82-RR,SIDE,1
IN-82-RR,SIDE,1
IN-82-RR,SIDE,1
IN-82-RR,DSTO,4
IN-82-RR,MCAV,13
IN-82-RR,SINT,16
IN-82-RR,SSID,6
IN-82-RR,SINT,13
IN-82-RR,SINT,17
IN-82-RR,DSTO,3
IN-82-RR,SIDE,1
IN-82-RR,DSTO,3
IN-83-RR,SBOU,4
IN-83-RR,SBOU,2
IN-83-RR,MCAV,5
IN-83-RR,SIDE,3
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,0.5
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,0.5
IN-83-RR,SIDE,2
IN-83-RR,SIDE,0.5
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,PAST,3
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,3
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,PAST,3
IN-83-RR,SIDE,4
IN-83-RR,SIDE,1
IN-83-RR,SIDE,3
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SINT,10
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SCUB,3
IN-83-RR,SIDE,3
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SINT,4
IN-83-RR,SIDE,2
IN-83-RR,PAST,4
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,3
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SINT,10
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,4
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SRAD,5
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,MCAV,3
IN-83-RR,SIDE,2
IN-83-RR,SIDE,3
IN-83-RR,SIDE,1
IN-83-RR,MCAV,2
IN-83-RR,SIDE,2
IN-83-RR,SINT,6
IN-83-RR,SIDE,2
IN-83-RR,SIDE,3
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,4
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,3
IN-83-RR,SIDE,3
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,3
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,3
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,2
IN-83-RR,PAST,4
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-83-RR,SIDE,1
IN-84-RR,SIDE,1
IN-84-RR,SIDE,2
IN-84-RR,SIDE,3
IN-84-RR,SIDE,1
IN-84-RR,SIDE,1
IN-84-RR,SIDE,1
IN-84-RR,SIDE,1
IN-84-RR,SIDE,1
IN-84-RR,SIDE,3
IN-84-RR,SIDE,1
IN-84-RR,SIDE,2
IN-84-RR,SIDE,2
IN-84-RR,SIDE,1
IN-84-RR,SIDE,2
IN-84-RR,SIDE,2
IN-84-RR,SIDE,1
IN-84-RR,SIDE,1
IN-84-RR,SIDE,1
IN-84-RR,SIDE,2
IN-84-RR,SIDE,1
IN-84-RR,SIDE,1
IN-84-RR,SIDE,3
IN-84-RR,SIDE,1
IN-84-RR,SIDE,2
IN-84-RR,SIDE,2
IN-84-RR,SIDE,1
IN-84-RR,MCAV,3
IN-84-RR,SIDE,1
IN-84-RR,SIDE,1
IN-84-RR,SIDE,2
IN-84-RR,SIDE,2
IN-84-RR,SIDE,1
IN-84-RR,MCAV,2
IN-84-RR,SIDE,2
IN-84-RR,SIDE,1
IN-84-RR,SIDE,1
IN-84-RR,SIDE,1
IN-84-RR,SIDE,2
IN-84-RR,SIDE,1
IN-84-RR,SIDE,2
IN-84-RR,SSID,10
IN-84-RR,SIDE,1
IN-84-RR,SIDE,2
IN-84-RR,PAST,2
IN-84-RR,SSID,6
IN-84-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SIDE,6
IN-85-RR,SIDE,2
IN-85-RR,PPOR,3
IN-85-RR,SIDE,2
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SIDE,3
IN-85-RR,PPOR,5
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SBOU,30
IN-85-RR,SIDE,1
IN-85-RR,SIDE,3
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SIDE,3
IN-85-RR,SIDE,2
IN-85-RR,SIDE,1
IN-85-RR,SIDE,3
IN-85-RR,SIDE,1
IN-85-RR,SIDE,2
IN-85-RR,SIDE,2
IN-85-RR,SIDE,2
IN-85-RR,SIDE,4
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SIDE,3
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SSID,8
IN-85-RR,SIDE,2
IN-85-RR,SIDE,2
IN-85-RR,SIDE,2
IN-85-RR,SIDE,2
IN-85-RR,SIDE,2
IN-85-RR,SIDE,2
IN-85-RR,DSTO,6
IN-85-RR,SIDE,2
IN-85-RR,SIDE,2
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SRAD,4
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,SIDE,1
IN-85-RR,DSTO,10
IN-86-RR,SBOU,10
IN-86-RR,SIDE,1
IN-86-RR,SIDE,1.5
IN-86-RR,SIDE,1
IN-86-RR,SIDE,0.5
IN-86-RR,SIDE,0.5
IN-86-RR,SIDE,0.5
IN-86-RR,SIDE,1
IN-86-RR,SIDE,0.5
IN-86-RR,SIDE,1.5
IN-86-RR,SIDE,1
IN-86-RR,SIDE,1
IN-86-RR,SIDE,2
